"jhi_date";"homework";"lesson_position";"enabled";"lesson_id";"form_id";"classroom_id";"teacher_id";"lesson_type_id"
"2017-05-22 00:00:00";"Задача 35";7;true;7;2;5;4;2
"2017-05-22 00:00:00";"Задача 116";8;true;4;4;4;3;1
"2017-05-22 00:00:00";"Задача 240";9;true;1;1;2;1;2
"2017-05-22 00:00:00";"Задача 178";10;true;8;4;2;5;1
"2017-05-23 00:00:00";"Задача 228";1;true;1;4;2;1;2
"2017-05-23 00:00:00";"Задача 141";2;true;6;3;4;4;2
"2017-05-23 00:00:00";"Задача 66";3;true;2;1;5;2;5
"2017-05-23 00:00:00";"Задача 64";4;true;8;4;3;5;5
"2017-05-23 00:00:00";"Задача 11";5;true;8;2;4;5;3
"2017-05-23 00:00:00";"Задача 179";6;true;7;3;1;4;1
"2017-05-23 00:00:00";"Задача 191";7;true;7;3;4;4;1
"2017-05-23 00:00:00";"Задача 223";8;true;2;3;4;2;3
"2017-05-23 00:00:00";"Задача 69";9;true;5;1;1;3;5
"2017-05-23 00:00:00";"Задача 6";10;true;1;3;2;1;4
"2017-05-24 00:00:00";"Задача 129";1;true;5;2;4;3;5
"2017-05-24 00:00:00";"Задача 173";2;true;3;3;3;2;4
"2017-05-24 00:00:00";"Задача 138";3;true;7;1;1;4;1
"2017-05-24 00:00:00";"Задача 2";4;true;4;3;4;3;4
"2017-05-24 00:00:00";"Задача 2";5;true;3;1;5;2;4
"2017-05-24 00:00:00";"Задача 208";6;true;3;3;5;2;1
"2017-05-24 00:00:00";"Задача 2";7;true;6;2;1;4;1
"2017-05-24 00:00:00";"Задача 51";8;true;1;3;3;1;5
"2017-05-24 00:00:00";"Задача 30";9;true;3;3;5;2;3
"2017-05-24 00:00:00";"Задача 190";10;true;7;4;2;4;3
"2017-05-25 00:00:00";"Задача 72";1;true;4;1;2;3;1
"2017-05-25 00:00:00";"Задача 213";2;true;7;4;4;4;5
"2017-05-25 00:00:00";"Задача 64";3;true;1;2;3;1;5
"2017-05-25 00:00:00";"Задача 85";4;true;4;3;1;3;5
"2017-05-25 00:00:00";"Задача 43";5;true;5;1;2;3;1
"2017-05-25 00:00:00";"Задача 99";6;true;7;1;1;4;5
"2017-05-25 00:00:00";"Задача 78";7;true;8;3;4;5;2
"2017-05-25 00:00:00";"Задача 154";8;true;4;1;2;3;5
"2017-05-25 00:00:00";"Задача 47";9;true;4;2;2;3;4
"2017-05-25 00:00:00";"Задача 70";10;true;6;2;1;4;3
"2017-05-26 00:00:00";"Задача 13";1;true;2;3;5;2;1
"2017-05-26 00:00:00";"Задача 72";2;true;8;4;1;5;5
"2017-05-26 00:00:00";"Задача 128";3;true;4;2;2;3;2
"2017-05-26 00:00:00";"Задача 26";4;true;3;2;2;2;5
"2017-05-26 00:00:00";"Задача 109";5;true;8;4;4;5;1
"2017-05-26 00:00:00";"Задача 153";6;true;3;1;3;2;3
"2017-05-26 00:00:00";"Задача 186";7;true;4;4;2;3;5
"2017-05-26 00:00:00";"Задача 235";8;true;4;2;3;3;5
"2017-05-26 00:00:00";"Задача 241";9;true;5;3;2;3;5
"2017-05-26 00:00:00";"Задача 245";10;true;2;4;4;2;5
"2017-05-29 00:00:00";"Задача 20";1;true;8;1;3;5;1
"2017-05-29 00:00:00";"Задача 2";2;true;1;2;4;1;1
"2017-05-29 00:00:00";"Задача 61";3;true;8;2;5;5;3
"2017-05-29 00:00:00";"Задача 75";4;true;7;1;3;4;1
"2017-05-29 00:00:00";"Задача 214";5;true;8;4;3;5;4
"2017-05-29 00:00:00";"Задача 249";6;true;3;2;2;2;3
"2017-05-29 00:00:00";"Задача 19";7;true;5;4;3;3;5
"2017-05-29 00:00:00";"Задача 3";8;true;6;4;2;4;1
"2017-05-29 00:00:00";"Задача 173";9;true;8;3;4;5;2
"2017-05-29 00:00:00";"Задача 227";10;true;5;1;3;3;1
"2017-05-30 00:00:00";"Задача 36";1;true;5;3;2;3;2
"2017-05-30 00:00:00";"Задача 154";2;true;5;2;5;3;1
"2017-05-30 00:00:00";"Задача 206";3;true;6;2;1;4;3
"2017-05-30 00:00:00";"Задача 131";4;true;7;4;3;4;2
"2017-05-30 00:00:00";"Задача 228";5;true;7;4;1;4;4
"2017-05-30 00:00:00";"Задача 192";6;true;7;1;5;4;5
"2017-05-30 00:00:00";"Задача 66";7;true;2;2;2;2;5
"2017-05-30 00:00:00";"Задача 205";8;true;8;3;5;5;5
"2017-05-30 00:00:00";"Задача 2";9;true;7;1;1;4;3
"2017-05-30 00:00:00";"Задача 200";10;true;3;1;1;2;5
"2017-05-31 00:00:00";"Задача 160";1;true;6;1;5;4;5
"2017-05-31 00:00:00";"Задача 9";2;true;8;1;5;5;4
"2017-05-31 00:00:00";"Задача 81";3;true;3;1;5;2;5
"2017-05-31 00:00:00";"Задача 109";4;true;3;1;5;2;2
"2017-05-31 00:00:00";"Задача 50";5;true;3;3;4;2;2
"2017-05-31 00:00:00";"Задача 178";6;true;2;4;3;2;1
"2017-05-31 00:00:00";"Задача 182";7;true;4;1;3;3;5
"2017-05-31 00:00:00";"Задача 73";8;true;1;4;3;1;4
"2017-05-31 00:00:00";"Задача 70";9;true;7;4;4;4;4
"2017-05-31 00:00:00";"Задача 60";10;true;1;1;3;1;2
"2017-06-01 00:00:00";"Задача 248";1;true;2;3;3;2;1
"2017-06-01 00:00:00";"Задача 142";2;true;3;4;5;2;4
"2017-06-01 00:00:00";"Задача 85";3;true;8;1;1;5;1
"2017-06-01 00:00:00";"Задача 61";4;true;5;3;4;3;3
"2017-06-01 00:00:00";"Задача 206";5;true;2;4;5;2;5
"2017-06-01 00:00:00";"Задача 122";6;true;3;2;5;2;5
"2017-06-01 00:00:00";"Задача 160";7;true;1;2;3;1;2
"2017-06-01 00:00:00";"Задача 41";8;true;6;2;3;4;3
"2017-06-01 00:00:00";"Задача 196";9;true;1;2;4;1;5
"2017-06-01 00:00:00";"Задача 142";10;true;1;2;4;1;3
"2017-06-02 00:00:00";"Задача 152";1;true;4;2;5;3;1
"2017-06-02 00:00:00";"Задача 52";2;true;7;3;1;4;3
"2017-06-02 00:00:00";"Задача 200";3;true;2;1;2;2;5
"2017-06-02 00:00:00";"Задача 115";4;true;1;1;4;1;5
"2017-06-02 00:00:00";"Задача 34";5;true;1;3;2;1;3
"2017-06-02 00:00:00";"Задача 93";6;true;6;2;1;4;4
"2017-06-02 00:00:00";"Задача 246";7;true;5;4;5;3;1
"2017-06-02 00:00:00";"Задача 153";8;true;8;4;5;5;1
"2017-06-02 00:00:00";"Задача 100";9;true;5;1;3;3;1
"2017-06-02 00:00:00";"Задача 238";10;true;2;2;2;2;5
"2017-06-05 00:00:00";"Задача 219";1;true;1;1;2;1;4
"2017-06-05 00:00:00";"Задача 217";2;true;7;1;5;4;1
"2017-06-05 00:00:00";"Задача 195";3;true;1;1;3;1;4
"2017-06-05 00:00:00";"Задача 54";4;true;5;4;2;3;2
"2017-06-05 00:00:00";"Задача 123";5;true;4;3;5;3;2
"2017-06-05 00:00:00";"Задача 52";6;true;1;4;4;1;3
"2017-06-05 00:00:00";"Задача 204";7;true;5;1;1;3;4
"2017-06-05 00:00:00";"Задача 166";8;true;1;2;1;1;4
"2017-06-05 00:00:00";"Задача 76";9;true;6;3;4;4;5
"2017-06-05 00:00:00";"Задача 94";10;true;4;4;5;3;5
"2017-06-06 00:00:00";"Задача 144";1;true;3;2;4;2;2
"2017-06-06 00:00:00";"Задача 16";2;true;2;4;2;2;5
"2017-06-06 00:00:00";"Задача 198";3;true;4;3;3;3;3
"2017-06-06 00:00:00";"Задача 105";4;true;4;1;5;3;4
"2017-06-06 00:00:00";"Задача 128";5;true;8;1;3;5;5
"2017-06-06 00:00:00";"Задача 161";6;true;3;1;4;2;4
"2017-06-06 00:00:00";"Задача 216";7;true;3;1;2;2;3
"2017-06-06 00:00:00";"Задача 71";8;true;4;1;1;3;5
"2017-06-06 00:00:00";"Задача 157";9;true;8;3;5;5;3
"2017-06-06 00:00:00";"Задача 34";10;true;6;2;4;4;3
"2017-06-07 00:00:00";"Задача 110";1;true;4;3;4;3;5
"2017-06-07 00:00:00";"Задача 103";2;true;1;4;2;1;2
"2017-06-07 00:00:00";"Задача 197";3;true;7;4;4;4;1
"2017-06-07 00:00:00";"Задача 51";4;true;5;1;1;3;4
"2017-06-07 00:00:00";"Задача 237";5;true;3;2;2;2;3
"2017-06-07 00:00:00";"Задача 226";6;true;4;3;5;3;1
"2017-06-07 00:00:00";"Задача 59";7;true;6;4;2;4;2
"2017-06-07 00:00:00";"Задача 109";8;true;1;2;1;1;5
"2017-06-07 00:00:00";"Задача 185";9;true;8;2;3;5;2
"2017-06-07 00:00:00";"Задача 25";10;true;3;1;4;2;2
"2017-06-08 00:00:00";"Задача 14";1;true;6;2;1;4;5
"2017-06-08 00:00:00";"Задача 83";2;true;5;1;5;3;1
"2017-06-08 00:00:00";"Задача 20";3;true;3;2;1;2;5
"2017-06-08 00:00:00";"Задача 124";4;true;7;3;1;4;1
"2017-06-08 00:00:00";"Задача 47";5;true;8;2;5;5;1
"2017-06-08 00:00:00";"Задача 157";6;true;6;4;5;4;5
"2017-06-08 00:00:00";"Задача 105";7;true;1;4;1;1;4
"2017-06-08 00:00:00";"Задача 169";8;true;8;1;1;5;1
"2017-06-08 00:00:00";"Задача 32";9;true;4;2;1;3;4
"2017-06-08 00:00:00";"Задача 65";10;true;8;4;4;5;5
"2017-06-09 00:00:00";"Задача 243";1;true;8;4;1;5;5
"2017-06-09 00:00:00";"Задача 121";2;true;5;1;4;3;5
"2017-06-09 00:00:00";"Задача 234";3;true;8;3;1;5;5
"2017-06-09 00:00:00";"Задача 74";4;true;1;2;4;1;4
"2017-06-09 00:00:00";"Задача 149";5;true;8;4;3;5;1
"2017-06-09 00:00:00";"Задача 147";6;true;2;1;5;2;3
"2017-06-09 00:00:00";"Задача 163";7;true;3;4;3;2;2
"2017-06-09 00:00:00";"Задача 170";8;true;5;3;5;3;3
"2017-06-09 00:00:00";"Задача 18";9;true;3;1;1;2;5
"2017-06-09 00:00:00";"Задача 118";10;true;7;2;1;4;4
"2017-06-12 00:00:00";"Задача 200";1;true;8;1;5;5;1
"2017-06-12 00:00:00";"Задача 54";2;true;4;1;1;3;2
"2017-06-12 00:00:00";"Задача 13";3;true;7;2;5;4;3
"2017-06-12 00:00:00";"Задача 110";4;true;2;4;4;2;1
"2017-06-12 00:00:00";"Задача 195";5;true;2;1;3;2;1
"2017-06-12 00:00:00";"Задача 158";6;true;6;2;3;4;2
"2017-06-12 00:00:00";"Задача 105";7;true;3;4;3;2;1
"2017-06-12 00:00:00";"Задача 115";8;true;7;1;3;4;4
"2017-06-12 00:00:00";"Задача 58";9;true;2;3;3;2;4
"2017-06-12 00:00:00";"Задача 186";10;true;4;1;4;3;4
"2017-06-13 00:00:00";"Задача 203";1;true;8;1;2;5;1
"2017-06-13 00:00:00";"Задача 125";2;true;6;1;5;4;3
"2017-06-13 00:00:00";"Задача 50";3;true;1;1;3;1;1
"2017-06-13 00:00:00";"Задача 14";4;true;7;2;3;4;1
"2017-06-13 00:00:00";"Задача 40";5;true;1;2;5;1;4
"2017-06-13 00:00:00";"Задача 59";6;true;8;2;4;5;2
"2017-06-13 00:00:00";"Задача 219";7;true;7;4;2;4;4
"2017-06-13 00:00:00";"Задача 154";8;true;2;3;5;2;2
"2017-06-13 00:00:00";"Задача 103";9;true;4;2;1;3;3
"2017-06-13 00:00:00";"Задача 76";10;true;6;2;2;4;4
"2017-06-14 00:00:00";"Задача 14";1;true;7;3;2;4;5
"2017-06-14 00:00:00";"Задача 230";2;true;5;1;3;3;4
"2017-06-14 00:00:00";"Задача 186";3;true;3;4;2;2;2
"2017-06-14 00:00:00";"Задача 92";4;true;5;1;2;3;3
"2017-06-14 00:00:00";"Задача 69";5;true;8;1;5;5;1
"2017-06-14 00:00:00";"Задача 140";6;true;7;3;3;4;2
"2017-06-14 00:00:00";"Задача 79";7;true;6;3;5;4;3
"2017-06-14 00:00:00";"Задача 43";8;true;6;1;1;4;5
"2017-06-14 00:00:00";"Задача 74";9;true;7;3;2;4;4
"2017-06-14 00:00:00";"Задача 77";10;true;6;3;1;4;4
"2017-06-15 00:00:00";"Задача 185";1;true;6;4;2;4;3
"2017-06-15 00:00:00";"Задача 211";2;true;2;1;4;2;3
"2017-06-15 00:00:00";"Задача 249";3;true;1;1;1;1;3
"2017-06-15 00:00:00";"Задача 200";4;true;5;1;4;3;3
"2017-06-15 00:00:00";"Задача 90";5;true;7;4;3;4;4
"2017-06-15 00:00:00";"Задача 190";6;true;5;3;2;3;1
"2017-06-15 00:00:00";"Задача 121";7;true;6;2;2;4;2
"2017-06-15 00:00:00";"Задача 155";8;true;1;2;2;1;4
"2017-06-15 00:00:00";"Задача 210";9;true;2;4;5;2;1
"2017-06-15 00:00:00";"Задача 220";10;true;3;4;4;2;1
"2017-06-16 00:00:00";"Задача 70";1;true;1;1;1;1;3
"2017-06-16 00:00:00";"Задача 102";2;true;7;2;1;4;4
"2017-06-16 00:00:00";"Задача 26";3;true;1;3;4;1;5
"2017-06-16 00:00:00";"Задача 152";4;true;6;3;2;4;2
"2017-06-16 00:00:00";"Задача 47";5;true;4;2;1;3;4
"2017-06-16 00:00:00";"Задача 132";6;true;5;1;2;3;4
"2017-06-16 00:00:00";"Задача 24";7;true;7;4;3;4;1
"2017-06-16 00:00:00";"Задача 56";8;true;3;3;4;2;5
"2017-06-16 00:00:00";"Задача 55";9;true;1;2;2;1;5
"2017-06-16 00:00:00";"Задача 231";10;true;8;1;3;5;5
"2017-06-19 00:00:00";"Задача 35";1;true;2;2;4;2;3
"2017-06-19 00:00:00";"Задача 24";2;true;5;1;4;3;1
"2017-06-19 00:00:00";"Задача 71";3;true;7;1;1;4;3
"2017-06-19 00:00:00";"Задача 241";4;true;6;4;1;4;2
"2017-06-19 00:00:00";"Задача 248";5;true;6;4;2;4;5
"2017-06-19 00:00:00";"Задача 121";6;true;1;4;3;1;5
"2017-06-19 00:00:00";"Задача 202";7;true;2;4;4;2;2
"2017-06-19 00:00:00";"Задача 233";8;true;4;1;5;3;3
"2017-06-19 00:00:00";"Задача 72";9;true;3;2;4;2;4
"2017-06-19 00:00:00";"Задача 125";10;true;7;2;2;4;2
"2017-06-20 00:00:00";"Задача 230";1;true;6;3;2;4;2
"2017-06-20 00:00:00";"Задача 35";2;true;3;3;3;2;3
"2017-06-20 00:00:00";"Задача 148";3;true;1;4;4;1;1
"2017-06-20 00:00:00";"Задача 245";4;true;5;2;5;3;1
"2017-06-20 00:00:00";"Задача 207";5;true;6;1;4;4;3
"2017-06-20 00:00:00";"Задача 184";6;true;8;2;2;5;5
"2017-06-20 00:00:00";"Задача 97";7;true;3;1;2;2;3
"2017-06-20 00:00:00";"Задача 53";8;true;3;2;4;2;4
"2017-06-20 00:00:00";"Задача 82";9;true;3;4;2;2;5
"2017-06-20 00:00:00";"Задача 199";10;true;4;4;3;3;5
"2017-06-21 00:00:00";"Задача 222";1;true;5;2;5;3;1
"2017-06-21 00:00:00";"Задача 181";2;true;4;3;5;3;3
"2017-06-21 00:00:00";"Задача 66";3;true;7;3;4;4;4
"2017-06-21 00:00:00";"Задача 217";4;true;2;4;1;2;2
"2017-06-21 00:00:00";"Задача 59";5;true;2;1;3;2;5
"2017-06-21 00:00:00";"Задача 191";6;true;5;3;2;3;3
"2017-06-21 00:00:00";"Задача 53";7;true;3;3;3;2;1
"2017-06-21 00:00:00";"Задача 97";8;true;7;2;3;4;2
"2017-06-21 00:00:00";"Задача 72";9;true;7;2;1;4;3
"2017-06-21 00:00:00";"Задача 7";10;true;8;3;1;5;1
"2017-06-22 00:00:00";"Задача 160";1;true;7;2;1;4;5
"2017-06-22 00:00:00";"Задача 28";2;true;3;1;3;2;2
"2017-06-22 00:00:00";"Задача 228";3;true;4;3;3;3;4
"2017-06-22 00:00:00";"Задача 13";4;true;6;1;3;4;1
"2017-06-22 00:00:00";"Задача 2";5;true;6;4;5;4;5
"2017-06-22 00:00:00";"Задача 24";6;true;1;1;4;1;5
"2017-06-22 00:00:00";"Задача 234";7;true;1;1;4;1;1
"2017-06-22 00:00:00";"Задача 152";8;true;6;3;3;4;3
"2017-06-22 00:00:00";"Задача 204";9;true;8;3;3;5;2
"2017-06-22 00:00:00";"Задача 33";10;true;1;4;2;1;4
"2017-06-23 00:00:00";"Задача 164";1;true;7;1;4;4;2
"2017-06-23 00:00:00";"Задача 160";2;true;3;4;3;2;2
"2017-06-23 00:00:00";"Задача 163";3;true;7;1;5;4;2
"2017-06-23 00:00:00";"Задача 54";4;true;8;1;5;5;2
"2017-06-23 00:00:00";"Задача 182";5;true;8;3;5;5;3
"2017-06-23 00:00:00";"Задача 153";6;true;2;3;5;2;2
